"query","matched_name","ott_id","approx_match","flags","in_tree"
"drosophila willistoni","Drosophila willistoni",607964,FALSE,"",TRUE
"drosophila yakuba","Drosophila yakuba",660820,FALSE,"",TRUE
"dufourea novaeangliae","Dufourea novaeangliae",658377,FALSE,"",TRUE
"durio zibethinus","Durio zibethinus",236622,FALSE,"sibling_higher",TRUE
"echeneis naucrates","Echeneis naucrates",776562,FALSE,"",TRUE
"echinococcus granulosus","Echinococcus granulosus",481594,FALSE,"",TRUE
"echinops telfairi","Echinops telfairi",222351,FALSE,"",TRUE
"egretta garzetta","Egretta garzetta",273425,FALSE,"",TRUE
"eimeria acervulina","Eimeria acervulina",775248,FALSE,"sibling_higher",TRUE
"eimeria maxima","Eimeria maxima",775254,FALSE,"sibling_higher",TRUE
"eimeria mitis","Eimeria mitis",920922,FALSE,"sibling_higher",TRUE
"eimeria necatrix","Eimeria necatrix",836086,FALSE,"sibling_higher",TRUE
"eimeria tenella","Eimeria tenella",775246,FALSE,"sibling_higher",TRUE
"elaeis guineensis","Elaeis guineensis",947656,FALSE,"",TRUE
"electrophorus electricus","Electrophorus electricus",216168,FALSE,"",TRUE
"elephantulus edwardii","Elephantulus edwardii",604025,FALSE,"",TRUE
"emiliania huxleyi","Emiliania huxleyi",695761,FALSE,"",TRUE
"empidonax traillii","Empidonax traillii",67288,FALSE,"",TRUE
"encephalitozoon cuniculi","Encephalitozoon cuniculi",537032,FALSE,"",TRUE
"encephalitozoon hellem","Encephalitozoon hellem",787438,FALSE,"",TRUE
"endocarpon pusillum","Endocarpon pusillum",293974,FALSE,"",TRUE
"enhydra lutris","Enhydra lutris",949676,FALSE,"",TRUE
"entamoeba dispar","Entamoeba dispar",22283,FALSE,"",TRUE
"entamoeba invadens","Entamoeba invadens",937362,FALSE,"",TRUE
"entamoeba nuttalli","Entamoeba nuttalli",826780,FALSE,"",TRUE
"enterocytozoon bieneusi","Enterocytozoon bieneusi",333205,FALSE,"",TRUE
"epinephelus lanceolatus","Epinephelus lanceolatus",772661,FALSE,"",TRUE
"equus asinus","Equus asinus",1068202,FALSE,"",TRUE
"equus caballus","Equus caballus",1068218,FALSE,"",TRUE
"equus przewalskii","Equus przewalskii",1068229,FALSE,"",TRUE
"eremomyces bilateralis","Eremomyces bilateralis",3744598,FALSE,"major_rank_conflict_inherited",FALSE
"eremothecium cymbalariae","Eremothecium cymbalariae",741640,FALSE,"",TRUE
"eremothecium gossypii","Eremothecium gossypii",806602,FALSE,"",TRUE
"eremothecium sinecaudum","Eremothecium sinecaudum",741641,FALSE,"",TRUE
"erinaceus europaeus","Erinaceus europaeus",796660,FALSE,"",TRUE
"erpetoichthys calabaricus","Erpetoichthys calabaricus",451269,FALSE,"",TRUE
"erythranthe guttata","Erythranthe guttata",504496,FALSE,"",TRUE
"esox lucius","Esox lucius",739941,FALSE,"",TRUE
"etheostoma cragini","Etheostoma cragini",322405,FALSE,"",TRUE
"etheostoma spectabile","Etheostoma spectabile",150573,FALSE,"",TRUE
"eucalyptus grandis","Eucalyptus grandis",40959,FALSE,"",TRUE
"eufriesea mexicana","Eufriesea mexicana",538371,FALSE,"",TRUE
"eumetopias jubatus","Eumetopias jubatus",949686,FALSE,"",TRUE
"eurypyga helias","Eurypyga helias",86680,FALSE,"",TRUE
"eurytemora affinis","Eurytemora affinis",850982,FALSE,"",TRUE
"eutrema salsugineum","Eutrema salsugineum",711300,FALSE,"",TRUE
"eutypa lata","Eutypa lata",855116,FALSE,"sibling_higher",TRUE
"exaiptasia pallida","Exaiptasia pallida",135923,FALSE,"",TRUE
"exophiala aquamarina","Exophiala aquamarina",1084834,FALSE,"",TRUE
"exophiala dermatitidis","Exophiala dermatitidis",129117,FALSE,"",TRUE
"exophiala mesophila","Exophiala mesophila",453626,FALSE,"",TRUE
"exophiala oligosperma","Exophiala oligosperma",288202,FALSE,"",TRUE
"exophiala spinifera","Exophiala spinifera",773070,FALSE,"",TRUE
"exophiala xenobiotica","Exophiala xenobiotica",335331,FALSE,"",TRUE
"falco cherrug","Falco cherrug",1001807,FALSE,"",TRUE
"falco peregrinus","Falco peregrinus",786435,FALSE,"",TRUE
"felis catus","Felis catus",563166,FALSE,"",TRUE
"fibroporia radiculosa","Fibroporia radiculosa",884378,FALSE,"",TRUE
"ficedula albicollis","Ficedula albicollis",107840,FALSE,"sibling_higher",TRUE
"folsomia candida","Folsomia candida",861693,FALSE,"",TRUE
"fomitiporia mediterranea","Fomitiporia mediterranea",958306,FALSE,"",TRUE
"fonsecaea erecta","Fonsecaea erecta",5220996,FALSE,"",TRUE
"fonsecaea monophora","Fonsecaea monophora",888551,FALSE,"",TRUE
"fonsecaea multimorphosa","Fonsecaea multimorphosa",647284,FALSE,"",TRUE
"fonsecaea nubica","Fonsecaea nubica",374639,FALSE,"",TRUE
"fonsecaea pedrosoi","Fonsecaea pedrosoi",64522,FALSE,"",TRUE
"fonticula alba","Fonticula alba",926878,FALSE,"",TRUE
"fopius arisanus","Fopius arisanus",873869,FALSE,"",TRUE
"formica exsecta","Formica exsecta",637436,FALSE,"",TRUE
"fragaria vesca","Fragaria vesca",852873,FALSE,"",TRUE
"frankliniella occidentalis","Frankliniella occidentalis",5846,FALSE,"",TRUE
"fukomys damarensis","Fukomys damarensis",895549,FALSE,"",TRUE
"fulmarus glacialis","Fulmarus glacialis",1028832,FALSE,"",TRUE
"fundulus heteroclitus","Fundulus heteroclitus",583633,FALSE,"",TRUE
"fusarium coffeatum","Fusarium chlamydosporum",565286,FALSE,"sibling_higher",TRUE
"fusarium fujikuroi","Fusarium fujikuroi",1067425,FALSE,"sibling_higher",TRUE
"fusarium graminearum","Gibberella zeae",264388,FALSE,"",TRUE
"fusarium oxysporum","Fusarium oxysporum",404217,FALSE,"sibling_higher",TRUE
"fusarium proliferatum","Fusarium proliferatum",446901,FALSE,"sibling_higher",TRUE
"fusarium pseudograminearum","Gibberella coronicola",427868,FALSE,"",TRUE
"fusarium venenatum","Fusarium venenatum",463446,FALSE,"sibling_higher",TRUE
"fusarium verticillioides","Gibberella fujikuroi",584890,FALSE,"",TRUE
"gadus morhua","Gadus morhua (species in domain Eukaryota)",114170,FALSE,"",TRUE
"gaeumannomyces tritici","Gaeumannomyces tritici",209040,FALSE,"sibling_higher",TRUE
"galdieria sulphuraria","Galdieria sulphuraria",369285,FALSE,"",TRUE
"galendromus occidentalis","Galendromus occidentalis",1076355,FALSE,"",TRUE
"galeopterus variegatus","Galeopterus variegatus",617014,FALSE,"",TRUE
"galleria mellonella","Galleria mellonella",952256,FALSE,"",TRUE
"gallus gallus","Gallus gallus",153563,FALSE,"",TRUE
"gavia stellata","Gavia stellata",1057044,FALSE,"",TRUE
"gavialis gangeticus","Gavialis gangeticus",881015,FALSE,"",TRUE
"gekko japonicus","Gekko japonicus",212506,FALSE,"",TRUE
"geospiza fortis","Geospiza fortis",589951,FALSE,"",TRUE
"geotrypetes seraphini","Geotrypetes seraphini",283388,FALSE,"",TRUE
"giardia lamblia","Giardia intestinalis",694358,FALSE,"",TRUE
"glarea lozoyensis","Glarea lozoyensis",1018166,FALSE,"",TRUE
"globicephala melas","Globicephala melas",124212,FALSE,"",TRUE
"gloeophyllum trabeum","Gloeophyllum trabeum",493749,FALSE,"",TRUE
"glycine max","Glycine max",681762,FALSE,"",TRUE
"glycine soja","Glycine soja",459708,FALSE,"",TRUE
"gopherus evgoodei","Gopherus evgoodei",5925808,FALSE,"",TRUE
"gorilla gorilla","Gorilla gorilla",417965,FALSE,"",TRUE
"gossypium arboreum","Gossypium arboreum",625750,FALSE,"",TRUE
"gossypium hirsutum","Gossypium hirsutum",854480,FALSE,"",TRUE
"gossypium raimondii","Gossypium raimondii",79347,FALSE,"",TRUE
"gouania willdenowi","Gouania willdenowi",996934,FALSE,"",TRUE
"grammomys surdaster","Grammomys surdaster",466623,FALSE,"",TRUE
"gregarina niphandrodes","Gregarina niphandrodes",559941,FALSE,"",TRUE
"grosmannia clavigera","Grosmannia clavigera",227187,FALSE,"",TRUE
"guillardia theta","Guillardia theta",5247740,FALSE,"",TRUE
"gymnodraco acuticeps","Gymnodraco acuticeps",781785,FALSE,"",TRUE
"habropoda laboriosa","Habropoda laboriosa",381454,FALSE,"",TRUE
"haliaeetus albicilla","Haliaeetus albicilla",263118,FALSE,"",TRUE
"haliaeetus leucocephalus","Haliaeetus leucocephalus",1012350,FALSE,"",TRUE
"halyomorpha halys","Halyomorpha halys",1019761,FALSE,"",TRUE
"hammondia hammondi","Hammondia hammondi",595486,FALSE,"",TRUE
"haplochromis burtoni","Haplochromis burtoni",710025,FALSE,"sibling_higher",TRUE
"harpegnathos saltator","Harpegnathos saltator",504908,FALSE,"",TRUE
"helianthus annuus","Helianthus annuus",515712,FALSE,"",TRUE
"helicoverpa armigera","Helicoverpa armigera",1058341,FALSE,"",TRUE
"helobdella robusta","Helobdella robusta",870792,FALSE,"",TRUE
"herrania umbratica","Herrania umbratica",1088454,FALSE,"",TRUE
"heterobasidion irregulare","Heterobasidion irregulare",607526,FALSE,"",TRUE
"heterocephalus glaber","Heterocephalus glaber",1048195,FALSE,"",TRUE
"heterostelium album","Heterostelium album",591694,FALSE,"sibling_higher",TRUE
"hevea brasiliensis","Hevea brasiliensis",339361,FALSE,"",TRUE
"hippocampus comes","Hippocampus comes",630158,FALSE,"",TRUE
"hippoglossus hippoglossus","Hippoglossus hippoglossus",408328,FALSE,"",TRUE
"hipposideros armiger","Hipposideros armiger",316920,FALSE,"sibling_higher",TRUE
"histoplasma capsulatum","Histoplasma capsulatum",197566,FALSE,"",TRUE
"homo sapiens","Homo sapiens",770315,FALSE,"extinct, sibling_higher",TRUE
"hyalella azteca","Hyalella azteca",648347,FALSE,"",TRUE
"hyaloscypha bicolor","Meliniomyces bicolor",285117,FALSE,"",TRUE
"hydra vulgaris","Hydra vulgaris",111442,FALSE,"",TRUE
"hylobates moloch","Hylobates moloch",732213,FALSE,"",TRUE
"hyphopichia burtonii","Hyphopichia burtonii",142994,FALSE,"",TRUE
"hyposmocoma kahamanoa","Hyposmocoma kahamanoa",5556897,FALSE,"sibling_higher",TRUE
"ichthyophthirius multifiliis","Ichthyophthirius multifiliis",231102,FALSE,"",TRUE
"ictalurus punctatus","Ictalurus punctatus",701523,FALSE,"",TRUE
"ictidomys tridecemlineatus","Ictidomys tridecemlineatus",989655,FALSE,"",TRUE
"ipomoea nil","Ipomoea nil",77355,FALSE,"",TRUE
"ipomoea triloba","Ipomoea triloba",77362,FALSE,"",TRUE
"ixodes scapularis","Ixodes scapularis",621065,FALSE,"",TRUE
"jaculus jaculus","Jaculus jaculus",886091,FALSE,"",TRUE
"jaminaea rosea","Jaminaea rosea",5689123,FALSE,"major_rank_conflict_inherited",FALSE
"jatropha curcas","Jatropha curcas",916001,FALSE,"",TRUE
"juglans regia","Juglans regia",138717,FALSE,"",TRUE
"kalmanozyma brasiliensis","Kalmanozyma brasiliensis",5262066,FALSE,"sibling_higher",TRUE
"kazachstania africana","Kazachstania africana",1097130,FALSE,"",TRUE
"kazachstania naganishii","Kazachstania naganishii",491083,FALSE,"",TRUE
"kluyveromyces lactis","Kluyveromyces lactis",538138,FALSE,"",TRUE
"kluyveromyces marxianus","Kluyveromyces marxianus",806946,FALSE,"",TRUE
"kockovaella imperatae","Kockovaella imperatae",874723,FALSE,"",TRUE
"kryptolebias marmoratus","Kryptolebias marmoratus",229709,FALSE,"",TRUE
"kuraishia capsulata","Kuraishia capsulata",140852,FALSE,"",TRUE
"kwoniella bestiolae","Cryptococcus bestiolae",948203,FALSE,"sibling_higher",TRUE
"kwoniella dejecticola","Cryptococcus dejecticola",372157,FALSE,"sibling_higher",TRUE
"kwoniella mangroviensis","Kwoniella mangrovensis",432522,FALSE,"",TRUE
"kwoniella pini","Cryptococcus pinus",479413,FALSE,"sibling_higher",TRUE
"kwoniella shandongensis","Kwoniella shandongensis",5296882,FALSE,"",TRUE
"labrus bergylta","Labrus bergylta",292710,FALSE,"",TRUE
"laccaria bicolor","Laccaria bicolor",985685,FALSE,"",TRUE
"lacerta agilis","Lacerta agilis",862848,FALSE,"",TRUE
"lachancea lanzarotensis","Lachancea lanzarotensis",916504,FALSE,"",TRUE
"lachancea thermotolerans","Lachancea thermotolerans",768642,FALSE,"",TRUE
"lachnellula hyalina","Lachnellula hyalina",3711431,FALSE,"sibling_higher",TRUE
"lactuca sativa","Lactuca sativa",515700,FALSE,"sibling_higher",TRUE
"lagenorhynchus obliquidens","Lagenorhynchus obliquidens",701489,FALSE,"",TRUE
"larimichthys crocea","Larimichthys crocea",679823,FALSE,"",TRUE
"lates calcarifer","Lates calcarifer",437601,FALSE,"incertae_sedis_inherited",FALSE
"latimeria chalumnae","Latimeria chalumnae",773491,FALSE,"",TRUE
"leishmania braziliensis","Leishmania braziliensis",766601,FALSE,"",TRUE
"leishmania donovani","Leishmania donovani",766598,FALSE,"",TRUE
"leishmania infantum","Leishmania infantum",243214,FALSE,"",TRUE
"leishmania major","Leishmania major",766613,FALSE,"",TRUE
"leishmania mexicana","Leishmania mexicana",766611,FALSE,"",TRUE
"leishmania panamensis","Leishmania panamensis",243224,FALSE,"",TRUE
"lepidothrix coronata","Lepidothrix coronata",49248,FALSE,"",TRUE
"lepisosteus oculatus","Lepisosteus oculatus",1028028,FALSE,"",TRUE
"leptinotarsa decemlineata","Leptinotarsa decemlineata",185597,FALSE,"",TRUE
"leptomonas pyrrhocoris","Leptomonas pyrrhocoris",695743,FALSE,"",TRUE
"leptonychotes weddellii","Leptonychotes weddellii",175259,FALSE,"",TRUE
"leptosomus discolor","Leptosomus discolor",897867,FALSE,"",TRUE
"leptosphaeria maculans","Leptosphaeria maculans",581438,FALSE,"sibling_higher",TRUE
"limulus polyphemus","Limulus polyphemus",511973,FALSE,"",TRUE
"lindgomyces ingoldianus","Lindgomyces ingoldianus",346115,FALSE,"",TRUE
"linepithema humile","Linepithema humile",1021480,FALSE,"",TRUE
"lingula anatina","Lingula anatina",1027439,FALSE,"",TRUE
"loa loa","Loa loa",555803,FALSE,"",TRUE
"lobosporangium transversale","Lobosporangium transversale",861293,FALSE,"",TRUE
"lodderomyces elongisporus","Lodderomyces elongisporus",213945,FALSE,"",TRUE
"lonchura striata","Lonchura striata",306760,FALSE,"sibling_higher",TRUE
"lontra canadensis","Lontra canadensis",656961,FALSE,"",TRUE
"lottia gigantea","Lottia gigantea",840650,FALSE,"",TRUE
"loxodonta africana","Loxodonta africana",541936,FALSE,"",TRUE
"lucilia cuprina","Lucilia cuprina",1011014,FALSE,"sibling_higher",TRUE
"lupinus angustifolius","Lupinus angustifolius",1030433,FALSE,"",TRUE
"lynx canadensis","Lynx canadensis",507549,FALSE,"",TRUE
"macaca fascicularis","Macaca fascicularis",689668,FALSE,"",TRUE
"macaca mulatta","Macaca mulatta",689650,FALSE,"",TRUE
"macaca nemestrina","Macaca nemestrina",689656,FALSE,"",TRUE
"macroventuria anomochaeta","Macroventuria anomochaeta",25864,FALSE,"",TRUE
"malassezia pachydermatis","Malassezia pachydermatis",997111,FALSE,"major_rank_conflict_inherited",FALSE
"malassezia restricta","Malassezia restricta",604329,FALSE,"major_rank_conflict_inherited",FALSE
"malassezia sympodialis","Malassezia sympodialis",604327,FALSE,"major_rank_conflict_inherited",FALSE
"malus domestica","Malus domestica",3902985,FALSE,"",TRUE
"manacus vitellinus","Manacus vitellinus",640833,FALSE,"",TRUE
"mandrillus leucophaeus","Mandrillus leucophaeus",741057,FALSE,"",TRUE
"manduca sexta","Manduca sexta",116647,FALSE,"",TRUE
"manihot esculenta","Manihot esculenta",339369,FALSE,"",TRUE
"manis javanica","Manis javanica",644245,FALSE,"",TRUE
"marmota flaviventris","Marmota flaviventris",63459,FALSE,"",TRUE
"marmota marmota","Marmota marmota",630991,FALSE,"",TRUE
"mastacembelus armatus","Mastacembelus armatus",394575,FALSE,"",TRUE
"mastomys coucha","Mastomys coucha",216878,FALSE,"",TRUE
"maylandia zebra","Maylandia zebra",677719,FALSE,"",TRUE
"medicago truncatula","Medicago truncatula",1060499,FALSE,"",TRUE
"megachile rotundata","Megachile rotundata",344336,FALSE,"",TRUE
"megalopta genalis","Megalopta genalis",712323,FALSE,"",TRUE
"meira miltonrushii","Meira miltonrushii",1009151,FALSE,"",TRUE
"melampsora larici-populina","Melampsora laricis-populina",175519,FALSE,"",TRUE
"melanaphis sacchari","Melanaphis sacchari",710789,FALSE,"",TRUE
"meleagris gallopavo","Meleagris gallopavo",446482,FALSE,"",TRUE
"melopsittacus undulatus","Melopsittacus undulatus",734818,FALSE,"",TRUE
"meriones unguiculatus","Meriones unguiculatus",764841,FALSE,"",TRUE
"merops nubicus","Merops nubicus",989087,FALSE,"",TRUE
"mesitornis unicolor","Mesitornis unicolor",966316,FALSE,"",TRUE
"mesocricetus auratus","Mesocricetus auratus",391631,FALSE,"",TRUE
"metarhizium acridum","Metarhizium anisopliae",314588,FALSE,"",TRUE
"metarhizium brunneum","Metarhizium anisopliae",314588,FALSE,"",TRUE
"metarhizium majus","Metarhizium majus",5317017,FALSE,"",TRUE
"metschnikowia bicuspidata","Metschnikowia bicuspidata",94057,FALSE,"",TRUE
"meyerozyma guilliermondii","Meyerozyma guilliermondii",334025,FALSE,"",TRUE
"microcaecilia unicolor","Microcaecilia unicolor",3617944,FALSE,"",TRUE
"microcebus murinus","Microcebus murinus",311211,FALSE,"",TRUE
"micromonas commoda","Micromonas commoda",42076,FALSE,"",TRUE
"micromonas pusilla","Micromonas pusilla",216381,FALSE,"",TRUE
"microplitis demolitor","Microplitis demolitor",128296,FALSE,"sibling_higher",TRUE
"microsporum canis","Microsporum canis",535164,FALSE,"sibling_higher",TRUE
"microtus ochrogaster","Microtus ochrogaster",927240,FALSE,"",TRUE
"millerozyma farinosa","Millerozyma farinosa",333994,FALSE,"",TRUE
"miniopterus natalensis","Miniopterus natalensis",18887,FALSE,"",TRUE
"mirounga leonina","Mirounga leonina",175270,FALSE,"",TRUE
"mitosporidium daphniae","Mitosporidium daphniae",5362615,FALSE,"incertae_sedis_inherited",FALSE
"mixia osmundae","Mixia osmundae",85979,FALSE,"",TRUE
"mizuhopecten yessoensis","Mizuhopecten yessoensis",449027,FALSE,"",TRUE
"moesziomyces antarcticus","Pseudozyma antarctica",548808,FALSE,"sibling_higher",TRUE
"momordica charantia","Momordica charantia",955521,FALSE,"",TRUE
"moniliophthora perniciosa","Moniliophthora perniciosa",889102,FALSE,"",TRUE
"moniliophthora roreri","Moniliophthora roreri",457,FALSE,"",TRUE
"monodelphis domestica","Monodelphis domestica",122362,FALSE,"",TRUE
"monodon monoceros","Monodon monoceros",306757,FALSE,"",TRUE
"monomorium pharaonis","Monomorium pharaonis",54024,FALSE,"",TRUE
"monopterus albus","Monopterus albus",655999,FALSE,"",TRUE
"monoraphidium neglectum","Monoraphidium neglectum",182771,FALSE,"",TRUE
"morus notabilis","Morus notabilis",695389,FALSE,"",TRUE
"mus caroli","Mus caroli",922493,FALSE,"",TRUE
"mus musculus","Mus musculus",542509,FALSE,"",TRUE
"mus pahari","Mus pahari",542493,FALSE,"",TRUE
"musa acuminata","Musa acuminata",207474,FALSE,"sibling_higher",TRUE
"musca domestica","Musca domestica",1011010,FALSE,"",TRUE
"mustela erminea","Mustela erminea",681184,FALSE,"",TRUE
"mustela putorius","Mustela putorius",923126,FALSE,"",TRUE
"myotis brandtii","Myotis brandtii",353460,FALSE,"",TRUE
"myotis davidii","Myotis davidii",849319,FALSE,"",TRUE
"myotis lucifugus","Myotis lucifugus",342715,FALSE,"",FALSE
"myripristis murdjan","Myripristis murdjan",385708,FALSE,"",TRUE
"mytilinidion resinicola","Mytilinidion resinicola",477298,FALSE,"",TRUE
"myzus persicae","Myzus persicae",785522,FALSE,"",TRUE
"nannizzia gypsea","Nannizzia gypsea",535148,FALSE,"sibling_higher",TRUE
"nannochloropsis gaditana","Nannochloropsis gaditana",749812,FALSE,"",TRUE
"nannospalax galili","Nannospalax galili (species in domain Eukaryota)",207281,FALSE,"",TRUE
"nanorana parkeri","Nanorana parkeri",899043,FALSE,"",TRUE
"nasonia vitripennis","Nasonia vitripennis",729593,FALSE,"",TRUE
"naumovozyma castellii","Naumovozyma castellii",1029336,FALSE,"",TRUE
"naumovozyma dairenensis","Naumovozyma dairenensis",1059912,FALSE,"",TRUE
"necator americanus","Necator americanus",856981,FALSE,"",TRUE
"nectria haematococca","[Nectria] haematococca",7519147,FALSE,"sibling_higher, merged",FALSE
"nelumbo nucifera","Nelumbo nucifera",532288,FALSE,"",TRUE
"nematocida parisii","Nematocida parisii",583366,FALSE,"major_rank_conflict_inherited, unplaced_inherited",FALSE
"nematostella vectensis","Nematostella vectensis",938118,FALSE,"",TRUE
"neodiprion lecontei","Neodiprion lecontei",260156,FALSE,"",TRUE
"neofusicoccum parvum","Neofusicoccum parvum",648285,FALSE,"",TRUE
"neohortaea acidophila","Hortaea acidophila",713598,FALSE,"sibling_higher",TRUE
"neolamprologus brichardi","Neolamprologus brichardi",279935,FALSE,"",TRUE
"neomonachus schauinslandi","Neomonachus schauinslandi",180367,FALSE,"",TRUE
"neopelma chrysocephalum","Neopelma chrysocephalum",356287,FALSE,"",TRUE
"neophocaena asiaeorientalis","Neophocaena asiaeorientalis",1019449,FALSE,"",TRUE
"neospora caninum","Neospora caninum",936407,FALSE,"",TRUE
"nestor notabilis","Nestor notabilis",749203,FALSE,"",TRUE
"neurospora crassa","Neurospora crassa",572462,FALSE,"",TRUE
"neurospora tetrasperma","Neurospora tetrasperma",779623,FALSE,"",TRUE
"nicotiana attenuata","Nicotiana attenuata",882065,FALSE,"",TRUE
"nicotiana sylvestris","Nicotiana sylvestris",222794,FALSE,"",TRUE
"nicotiana tabacum","Nicotiana tabacum",222787,FALSE,"",TRUE
"nicotiana tomentosiformis","Nicotiana tomentosiformis",229330,FALSE,"",TRUE
"nicrophorus vespilloides","Nicrophorus vespilloides",336542,FALSE,"",TRUE
"nilaparvata lugens","Nilaparvata lugens",876508,FALSE,"",TRUE
"nipponia nippon","Nipponia nippon",946418,FALSE,"",TRUE
"nomascus leucogenys","Nomascus leucogenys",1029454,FALSE,"",TRUE
"nomia melanderi","Nomia melanderi",3273586,FALSE,"",TRUE
"nosema ceranae","Nosema ceranae",483918,FALSE,"",TRUE
"notechis scutatus","Notechis scutatus",6132,FALSE,"",TRUE
"nothobranchius furzeri","Nothobranchius furzeri",513643,FALSE,"",TRUE
"nothoprocta perdicaria","Nothoprocta perdicaria",402446,FALSE,"",TRUE
"notolabrus celidotus","Notolabrus celidotus",706791,FALSE,"",TRUE
"notothenia coriiceps","Notothenia coriiceps",258643,FALSE,"",TRUE
"numida meleagris","Numida meleagris",684046,FALSE,"",TRUE
"nylanderia fulva","Nylanderia fulva",3260789,FALSE,"",TRUE
"nymphaea colorata","Nymphaea colorata",811421,FALSE,"",TRUE
"ochotona princeps","Ochotona princeps",644261,FALSE,"",TRUE
"octodon degus","Octodon degus",692698,FALSE,"",TRUE
"octopus bimaculoides","Octopus bimaculoides",609510,FALSE,"",TRUE
"octopus sinensis","Octopus vulgaris",110468,FALSE,"",TRUE
"odocoileus virginianus","Odocoileus virginianus",410145,FALSE,"",TRUE
"odontomachus brunneus","Odontomachus brunneus",971312,FALSE,"",TRUE
"ogataea parapolymorpha","Ogataea parapolymorpha",346289,FALSE,"",TRUE
"ogataea polymorpha","Ogataea polymorpha",421090,FALSE,"",TRUE
"olea europaea","Olea europaea",23729,FALSE,"",TRUE
"oncorhynchus kisutch","Oncorhynchus kisutch",739917,FALSE,"",TRUE
"oncorhynchus mykiss","Oncorhynchus mykiss (species in domain Eukaryota)",165368,FALSE,"",TRUE
"oncorhynchus tshawytscha","Oncorhynchus tshawytscha",730762,FALSE,"",TRUE
"onthophagus taurus","Onthophagus taurus",262810,FALSE,"incertae_sedis_inherited",FALSE
"ooceraea biroi","Ooceraea biroi",342557,FALSE,"",TRUE
"opisthocomus hoazin","Opisthocomus hoazin",928360,FALSE,"",TRUE
"opisthorchis viverrini","Opisthorchis viverrini",974593,FALSE,"",TRUE
"orbicella faveolata","Orbicella faveolata",955287,FALSE,"",TRUE
"oreochromis aureus","Oreochromis aureus",814693,FALSE,"sibling_higher",TRUE
"oreochromis niloticus","Oreochromis niloticus",288063,FALSE,"sibling_higher",TRUE
"ornithorhynchus anatinus","Ornithorhynchus anatinus",962377,FALSE,"",TRUE
"orussus abietinus","Orussus abietinus",325799,FALSE,"",TRUE
"orycteropus afer","Orycteropus afer",561087,FALSE,"",TRUE
"oryctolagus cuniculus","Oryctolagus cuniculus",864596,FALSE,"",TRUE
"oryza brachyantha","Oryza brachyantha",709900,FALSE,"",TRUE
"oryza sativa","Oryza sativa",709894,FALSE,"",TRUE
"oryzias latipes","Oryzias latipes",942673,FALSE,"",TRUE
"oryzias melastigma","Oryzias melastigma",179491,FALSE,"",TRUE
"osmia bicornis","Osmia bicornis",755644,FALSE,"",TRUE
"osmia lignaria","Osmia lignaria",327610,FALSE,"",TRUE
"ostreococcus lucimarinus","Ostreococcus sp. 'lucimarinus'",851102,FALSE,"incertae_sedis",FALSE
"ostreococcus tauri","Ostreococcus tauri",772469,FALSE,"",TRUE
"ostrinia furnacalis","Ostrinia furnacalis",960510,FALSE,"",TRUE
"otolemur garnettii","Otolemur garnettii",885705,FALSE,"",TRUE
"ovis aries","Ovis aries",70819,FALSE,"",TRUE
"pan paniscus","Pan paniscus",158484,FALSE,"",TRUE
"pan troglodytes","Pan troglodytes",417950,FALSE,"",TRUE
"pangasianodon hypophthalmus","Pangasianodon hypophthalmus",896075,FALSE,"",TRUE
"panicum hallii","Panicum hallii",38406,FALSE,"",TRUE
"panthera pardus","Panthera pardus",42324,FALSE,"",TRUE
"panthera tigris","Panthera tigris",42314,FALSE,"",TRUE
"pantherophis guttatus","Pantherophis guttatus",456236,FALSE,"",TRUE
"pantholops hodgsonii","Pantholops hodgsonii",938450,FALSE,"",TRUE
"papaver somniferum","Papaver somniferum",438118,FALSE,"",TRUE
"papilio machaon","Papilio machaon",1018322,FALSE,"sibling_higher",TRUE
"papilio polytes","Papilio polytes",1018319,FALSE,"sibling_higher",TRUE
"papilio xuthus","Papilio xuthus",613073,FALSE,"sibling_higher",TRUE
"papio anubis","Papio anubis",115449,FALSE,"",TRUE
"paracoccidioides brasiliensis","Paracoccidioides brasiliensis",395090,FALSE,"",TRUE
"paracoccidioides lutzii","Paracoccidioides lutzii",880597,FALSE,"",TRUE
"paralichthys olivaceus","Paralichthys olivaceus",883392,FALSE,"",TRUE
"parambassis ranga","Parambassis ranga",484155,FALSE,"incertae_sedis_inherited",FALSE
"paramecium tetraurelia","Paramecium tetraurelia",568130,FALSE,"",TRUE
"paramormyrops kingsleyae","Paramormyrops kingsleyae",902048,FALSE,"",TRUE
"paraphaeosphaeria sporulosa","Paraconiothyrium sporulosum",611733,FALSE,"",TRUE
"parastagonospora nodorum","Parastagonospora nodorum",562295,FALSE,"",TRUE
"parasteatoda tepidariorum","Parasteatoda tepidariorum",1083289,FALSE,"sibling_higher",TRUE
"parus major","Parus major",515143,FALSE,"",TRUE
"pecten maximus","Pecten maximus",449048,FALSE,"",TRUE
"pediculus humanus","Pediculus humanus",1034004,FALSE,"",TRUE
"pelecanus crispus","Pelecanus crispus",427900,FALSE,"",TRUE
"pelodiscus sinensis","Pelodiscus sinensis",143391,FALSE,"",TRUE
"penaeus vannamei","Penaeus vannamei",169168,FALSE,"",TRUE
"penicilliopsis zonata","Aspergillus zonatus",938965,FALSE,"",TRUE
"penicillium arizonense","Penicillium arizonense",6378188,FALSE,"",TRUE
"penicillium digitatum","Penicillium digitatum",840875,FALSE,"",TRUE
"penicillium expansum","Penicillium expansum",615470,FALSE,"",TRUE
